Asset ID,Customer,Customer Code,Location,Location Code,Place,Asset Type,Route,Asset Class,Item Code,Item,Spoiled Qty,Inventory Over/Short Qty,Sold Qty,Total Revenue,Sales Tax
5800,Standard Aero,70076,Standard Aero Plant 4,51231,,Sandwich Cooler,Route 04,,600539,Sandwich - Chicken Salad N&N,0,0,1,$7.16,$0.77
5803,CP Network Services - 51269,51269,CP Network Services - 51269,51269,,Sandwich Cooler,Route 03,,600539,Sandwich - Chicken Salad N&N,0,0,1,$7.16,$0.77
5805,RCMP - 51277,51277,RCMP Head Quarters,51277,,Sandwich Cooler,Route 20,,600539,Sandwich - Chicken Salad N&N,0,0,3,$21.48,$2.31
5812,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Sandwich Cooler,Non-Scheduled Assets,,600539,Sandwich - Chicken Salad N&N,0,0,4,$28.63,$3.07
5939,Johnston Group,52033,Johnston Group,4990,,Sandwich Cooler,Route 03,,600539,Sandwich - Chicken Salad N&N,0,0,1,$7.16,$0.77
6026,St. Amant-50540,,St. Amant Micromarket,,,Sandwich Cooler,Route 05,,600539,Sandwich - Chicken Salad N&N,0,0,1,$7.16,$0.77
6181,Costco 549 - Winnipeg South,50439,Costco 549 - Winnipeg South,,,Sandwich Cooler,Route 05,Food Cooler,600539,Sandwich - Chicken Salad N&N,0,0,1,$6.48,$0.69
6212,Amstead Canada Inc.,70115,Amstead Canada Inc.,51177,,Sandwich Cooler,Route 13,Food Cooler,600539,Sandwich - Chicken Salad N&N,0,0,1,$7.16,$0.77
6232,Parian Logistics,,Parian Warehouse Lunchroom,,,Sandwich Cooler,Non-Scheduled Assets,Food Cooler,600539,Sandwich - Chicken Salad N&N,0,0,1,$7.16,$0.77
5807,Old Dutch Foods,51266,Old Dutch Foods - Bental,3265,,Sandwich Cooler,Route 07,,600536,Sub - Deluxe Pizza N&N,0,0,1,$7.72,$0.83
5812,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Sandwich Cooler,Non-Scheduled Assets,,600536,Sub - Deluxe Pizza N&N,0,0,3,$23.16,$2.49
6176,Costco 153 - Winnipeg East,52094,Costco 153 - Winnipeg East,52094,,Sandwich Cooler,Route 13,Food Cooler,600536,Sub - Deluxe Pizza N&N,0,0,1,$7.27,$0.78
6212,Amstead Canada Inc.,70115,Amstead Canada Inc.,51177,,Sandwich Cooler,Route 13,Food Cooler,600536,Sub - Deluxe Pizza N&N,0,0,1,$7.72,$0.83
5799,Standard Aero,70076,Standard Aero Plant 6,50023,,Sandwich Cooler,Route 04,,600532,Sub - Philly N&N,0,0,1,$7.83,$0.84
5803,CP Network Services - 51269,51269,CP Network Services - 51269,51269,,Sandwich Cooler,Route 03,,600532,Sub - Philly N&N,0,0,1,$7.83,$0.84
5809,McCain Foods (Canada) Ltd - 70414,70414,McCain Foods,51274,,Sandwich Cooler,Route 12,,600532,Sub - Philly N&N,0,0,1,$7.48,$0.49
5812,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Sandwich Cooler,Non-Scheduled Assets,,600532,Sub - Philly N&N,0,0,2,$15.66,$1.68
6181,Costco 549 - Winnipeg South,50439,Costco 549 - Winnipeg South,,,Sandwich Cooler,Route 05,Food Cooler,600532,Sub - Philly N&N,0,0,1,$7.83,$0.84
5799,Standard Aero,70076,Standard Aero Plant 6,50023,,Sandwich Cooler,Route 04,,600518,Veggie Tray with Dip N&N,0,0,1,$5.03,$0.54
5805,RCMP - 51277,51277,RCMP Head Quarters,51277,,Sandwich Cooler,Route 20,,600518,Veggie Tray with Dip N&N,0,0,2,$10.06,$1.08
5812,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Sandwich Cooler,Non-Scheduled Assets,,600518,Veggie Tray with Dip N&N,0,0,4,$20.12,$2.16
6026,St. Amant-50540,,St. Amant Micromarket,,,Sandwich Cooler,Route 05,,600518,Veggie Tray with Dip N&N,0,0,1,$5.03,$0.54
5799,Standard Aero,70076,Standard Aero Plant 6,50023,,Sandwich Cooler,Route 04,,600516,Sandwich - Tuna N&N,0,0,1,$7.16,$0.77
5800,Standard Aero,70076,Standard Aero Plant 4,51231,,Sandwich Cooler,Route 04,,600516,Sandwich - Tuna N&N,0,0,3,$21.48,$2.31
5803,CP Network Services - 51269,51269,CP Network Services - 51269,51269,,Sandwich Cooler,Route 03,,600516,Sandwich - Tuna N&N,0,0,1,$7.16,$0.77
5809,McCain Foods (Canada) Ltd - 70414,70414,McCain Foods,51274,,Sandwich Cooler,Route 12,,600516,Sandwich - Tuna N&N,0,0,1,$6.84,$0.45
5812,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Sandwich Cooler,Non-Scheduled Assets,,600516,Sandwich - Tuna N&N,0,0,5,$35.79,$3.84
5800,Standard Aero,70076,Standard Aero Plant 4,51231,,Sandwich Cooler,Route 04,,600508,Sandwich - Corned Beef N&N,0,0,1,$7.16,$0.77
5805,RCMP - 51277,51277,RCMP Head Quarters,51277,,Sandwich Cooler,Route 20,,600508,Sandwich - Corned Beef N&N,0,0,5,$35.79,$3.84
5806,Quintex Services Ltd,50171,Quintex Services Ltd,50171,,Sandwich Cooler,Non-Scheduled Assets,,600508,Sandwich - Corned Beef N&N,0,0,2,$14.32,$1.54
5807,Old Dutch Foods,51266,Old Dutch Foods - Bental,3265,,Sandwich Cooler,Route 07,,600508,Sandwich - Corned Beef N&N,0,0,2,$14.32,$1.54
5808,Simplot Canada,50562,Simplot MicroMarket,50562,,Sandwich Cooler,Route 12,,600508,Sandwich - Corned Beef N&N,0,0,2,$14.32,$1.54
5812,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Sandwich Cooler,Non-Scheduled Assets,,600508,Sandwich - Corned Beef N&N,0,0,8,$57.28,$6.16
5939,Johnston Group,52033,Johnston Group,4990,,Sandwich Cooler,Route 03,,600508,Sandwich - Corned Beef N&N,0,0,1,$7.16,$0.77
6026,St. Amant-50540,,St. Amant Micromarket,,,Sandwich Cooler,Route 05,,600508,Sandwich - Corned Beef N&N,0,0,1,$7.16,$0.77
6181,Costco 549 - Winnipeg South,50439,Costco 549 - Winnipeg South,,,Sandwich Cooler,Route 05,Food Cooler,600508,Sandwich - Corned Beef N&N,0,0,2,$13.42,$1.44
6232,Parian Logistics,,Parian Warehouse Lunchroom,,,Sandwich Cooler,Non-Scheduled Assets,Food Cooler,600508,Sandwich - Corned Beef N&N,0,0,2,$14.32,$1.54
5796,Emergent Biosolutions,50018,Emergent Biosolutions Micromarket,50018,,Sandwich Cooler,Route 05,Food Cooler,600507,Sandwich - Turkey Breast N&N,0,0,2,$14.32,$1.54
5799,Standard Aero,70076,Standard Aero Plant 6,50023,,Sandwich Cooler,Route 04,,600507,Sandwich - Turkey Breast N&N,0,0,2,$14.32,$1.54
5800,Standard Aero,70076,Standard Aero Plant 4,51231,,Sandwich Cooler,Route 04,,600507,Sandwich - Turkey Breast N&N,0,0,1,$7.15,$0.76
5803,CP Network Services - 51269,51269,CP Network Services - 51269,51269,,Sandwich Cooler,Route 03,,600507,Sandwich - Turkey Breast N&N,0,0,1,$7.16,$0.77
5805,RCMP - 51277,51277,RCMP Head Quarters,51277,,Sandwich Cooler,Route 20,,600507,Sandwich - Turkey Breast N&N,0,0,2,$14.32,$1.54
5807,Old Dutch Foods,51266,Old Dutch Foods - Bental,3265,,Sandwich Cooler,Route 07,,600507,Sandwich - Turkey Breast N&N,0,0,2,$14.32,$1.54
5812,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Sandwich Cooler,Non-Scheduled Assets,,600507,Sandwich - Turkey Breast N&N,0,0,2,$14.32,$1.54
5897,Quintex Services Ltd,50171,Quintex Services Ltd,50171,,Pepsi Cooler,Route 21,Beverage Cooler,600507,Sandwich - Turkey Breast N&N,0,0,1,$7.16,$0.77
5939,Johnston Group,52033,Johnston Group,4990,,Sandwich Cooler,Route 03,,600507,Sandwich - Turkey Breast N&N,0,0,2,$14.32,$1.54
6181,Costco 549 - Winnipeg South,50439,Costco 549 - Winnipeg South,,,Sandwich Cooler,Route 05,Food Cooler,600507,Sandwich - Turkey Breast N&N,0,0,1,$6.71,$0.72
6206,Fedex,4470,Fedex,4470,,Sandwich Cooler,Non-Scheduled Assets,Food Cooler,600507,Sandwich - Turkey Breast N&N,0,0,3,$21.48,$2.31
6212,Amstead Canada Inc.,70115,Amstead Canada Inc.,51177,,Sandwich Cooler,Route 13,Food Cooler,600507,Sandwich - Turkey Breast N&N,0,0,1,$7.16,$0.77
6232,Parian Logistics,,Parian Warehouse Lunchroom,,,Sandwich Cooler,Non-Scheduled Assets,Food Cooler,600507,Sandwich - Turkey Breast N&N,0,0,1,$7.16,$0.77
5799,Standard Aero,70076,Standard Aero Plant 6,50023,,Sandwich Cooler,Route 04,,600501,Sandwich - Egg Salad N&N,0,0,2,$14.32,$1.54
5800,Standard Aero,70076,Standard Aero Plant 4,51231,,Sandwich Cooler,Route 04,,600501,Sandwich - Egg Salad N&N,0,0,2,$14.32,$1.54
5803,CP Network Services - 51269,51269,CP Network Services - 51269,51269,,Sandwich Cooler,Route 03,,600501,Sandwich - Egg Salad N&N,0,0,1,$7.16,$0.77
5805,RCMP - 51277,51277,RCMP Head Quarters,51277,,Sandwich Cooler,Route 20,,600501,Sandwich - Egg Salad N&N,0,0,2,$14.32,$1.54
5807,Old Dutch Foods,51266,Old Dutch Foods - Bental,3265,,Sandwich Cooler,Route 07,,600501,Sandwich - Egg Salad N&N,0,0,1,$7.16,$0.77
5812,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Sandwich Cooler,Non-Scheduled Assets,,600501,Sandwich - Egg Salad N&N,0,0,5,$35.80,$3.85
5939,Johnston Group,52033,Johnston Group,4990,,Sandwich Cooler,Route 03,,600501,Sandwich - Egg Salad N&N,0,0,1,$7.16,$0.77
6026,St. Amant-50540,,St. Amant Micromarket,,,Sandwich Cooler,Route 05,,600501,Sandwich - Egg Salad N&N,0,0,1,$7.16,$0.77
6176,Costco 153 - Winnipeg East,52094,Costco 153 - Winnipeg East,52094,,Sandwich Cooler,Route 13,Food Cooler,600501,Sandwich - Egg Salad N&N,0,0,1,$6.48,$0.69
6206,Fedex,4470,Fedex,4470,,Sandwich Cooler,Non-Scheduled Assets,Food Cooler,600501,Sandwich - Egg Salad N&N,0,0,1,$7.16,$0.77
6212,Amstead Canada Inc.,70115,Amstead Canada Inc.,51177,,Sandwich Cooler,Route 13,Food Cooler,600501,Sandwich - Egg Salad N&N,0,0,1,$7.16,$0.77
6224,Lifetouch,,Lifetouch Inkster,,,Sandwich Cooler,Route 03,Food Cooler,600501,Sandwich - Egg Salad N&N,0,0,1,$7.16,$0.77
6232,Parian Logistics,,Parian Warehouse Lunchroom,,,Sandwich Cooler,Non-Scheduled Assets,Food Cooler,600501,Sandwich - Egg Salad N&N,0,0,3,$21.48,$2.31
5872,Emergent Biosolutions,50018,Emergent Biosolutions Micromarket,50018,,Deli Cooler,Route 05,,600281,Hard Boiled Egg MM,0,0,1,$2.12,$0.23
3694,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Drink Cooler,Route 20,Beverage Cooler,600281,Hard Boiled Egg MM,0,0,0,$0.00,$0.00
6027,CP Network Services - 51269,51269,CP Network Services - 51269,51269,,Deli Cooler,Route 03,,600281,Hard Boiled Egg MM,0,0,1,$2.12,$0.23
5061,Cabelas Canada,50019,Cabelas Head Office,4030,,Deli Cooler,Route 13,,600281,Hard Boiled Egg MM,0,0,1,$2.12,$0.23
6004,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Deli Cooler,Route 06 - Taxation,,600281,Hard Boiled Egg MM,0,0,3,$6.02,$0.65
5554,McCain Foods (Canada) Ltd - 70414,70414,McCain Foods,51274,,Deli Cooler,Route 12,Food Cooler,600281,Hard Boiled Egg MM,0,0,1,$2.02,$0.13
5614,Sysco - 50101,50101,Sysco,50101,,Deli Cooler,Route 05,,600281,Hard Boiled Egg MM,0,0,1,$2.00,$0.21
5996,St. Amant-50540,,St. Amant Micromarket,,,Deli Cooler,Route 05,Food Cooler,600281,Hard Boiled Egg MM,0,0,1,$2.01,$0.22
6068,Transolutions Truck Centres Ltd,,Transolutions Head Office,2373,,Deli Cooler,Route 03,Food Cooler,600281,Hard Boiled Egg MM,0,0,1,$2.00,$0.21
6179,Costco 153 - Winnipeg East,52094,Costco 153 - Winnipeg East,52094,,Deli Cooler,Route 13,,600281,Hard Boiled Egg MM,0,0,1,$2.00,$0.21
6202,Fedex,4470,Fedex,4470,,Deli Cooler,Route 04,,600281,Hard Boiled Egg MM,0,0,1,$1.44,$0.15
6211,Amstead Canada Inc.,70115,Amstead Canada Inc.,51177,,Deli Cooler,Route 13,Food Cooler,600281,Hard Boiled Egg MM,0,0,1,$2.12,$0.23
6223,Lifetouch,,Lifetouch Inkster,,,Deli Cooler,Route 03,Food Cooler,600281,Hard Boiled Egg MM,0,0,1,$1.44,$0.15
6230,Parian Logistics,,Parian Warehouse Lunchroom,,,Deli Cooler,Route 05,Other,600281,Hard Boiled Egg MM,0,0,1,$1.44,$0.15
5806,Quintex Services Ltd,50171,Quintex Services Ltd,50171,,Sandwich Cooler,Non-Scheduled Assets,,600279,Pastries - Chocolate Cake N&N,0,0,2,$7.14,$0.76
5807,Old Dutch Foods,51266,Old Dutch Foods - Bental,3265,,Sandwich Cooler,Route 07,,600279,Pastries - Chocolate Cake N&N,0,0,1,$3.57,$0.38
5812,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Sandwich Cooler,Non-Scheduled Assets,,600279,Pastries - Chocolate Cake N&N,0,0,1,$3.57,$0.38
6232,Parian Logistics,,Parian Warehouse Lunchroom,,,Sandwich Cooler,Non-Scheduled Assets,Food Cooler,600279,Pastries - Chocolate Cake N&N,0,0,1,$3.57,$0.38
5805,RCMP - 51277,51277,RCMP Head Quarters,51277,,Sandwich Cooler,Route 20,,600277,Pastries - Nanaimo Bar N&N,0,0,2,$7.14,$0.76
5806,Quintex Services Ltd,50171,Quintex Services Ltd,50171,,Sandwich Cooler,Non-Scheduled Assets,,600277,Pastries - Nanaimo Bar N&N,0,0,2,$7.14,$0.76
6176,Costco 153 - Winnipeg East,52094,Costco 153 - Winnipeg East,52094,,Sandwich Cooler,Route 13,Food Cooler,600277,Pastries - Nanaimo Bar N&N,0,0,1,$3.68,$0.39
6232,Parian Logistics,,Parian Warehouse Lunchroom,,,Sandwich Cooler,Non-Scheduled Assets,Food Cooler,600277,Pastries - Nanaimo Bar N&N,0,0,1,$3.57,$0.38
4135,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Snack,Nat 949D chiller,Route 13,GF Food,573149,CLIF Bar White Chocolate Macadamia,0,0,1,$1.34,$0.00
20,Fairmont Hotel,50636,Fairmont Hotel,4465,Snack,NAT 167D,Route 07,Snack,573149,CLIF Bar White Chocolate Macadamia,0,0,3,$8.05,$0.00
5205,Sysco - 50101,50101,Sysco,50101,,Snack 2,Route 05,,573149,CLIF Bar White Chocolate Macadamia,0,0,1,$2.45,$0.26
5598,RCMP - 51277,51277,RCMP Head Quarters,51277,,Snack 1 Smart Pick,Route 20,,573149,CLIF Bar White Chocolate Macadamia,0,0,2,$4.90,$0.52
6009,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Snack SmartPick,Route 06 - Taxation,,573149,CLIF Bar White Chocolate Macadamia,0,0,4,$9.80,$1.04
1467,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Seven Oaks Pool,51097,,Nat 949D chiller,Route 03,GF Food,573149,CLIF Bar White Chocolate Macadamia,0,0,2,$5.23,$0.00
4520,Virology Lab Social Committee - 70121,70121,Virology Lab Cafe - 50236,50236,,Snack NAT 167M,Route 07,Snack,573149,CLIF Bar White Chocolate Macadamia,0,0,2,$6.15,$0.00
40,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Winnipeg Transit (Cafeteria),50222,,NAT 981,Route 07,Snack,573149,CLIF Bar White Chocolate Macadamia,0,0,1,$3.32,$0.00
5925,Johnston Group,52033,Johnston Group,4990,,Snack 2,Route 03,Snack Rack,573149,CLIF Bar White Chocolate Macadamia,0,0,1,$2.57,$0.28
6000,St. Amant-50540,,St. Amant Micromarket,,,Snack 2,Route 05,Snack Rack,573149,CLIF Bar White Chocolate Macadamia,0,0,1,$3.25,$0.35
3305,Thorwin Properties,50585,Antares Luxury Suites,,,Snack (AP),Route 07,Snack,573149,CLIF Bar White Chocolate Macadamia,0,-1,0,$0.00,$0.00
5587,Adaria Vending Services,50628,Activate Games - Winnipeg West,,,Snack (USI),Route 04,Snack,573149,CLIF Bar White Chocolate Macadamia,0,0,1,$1.30,$0.00
6177,Costco 153 - Winnipeg East,52094,Costco 153 - Winnipeg East,52094,,Snack 1,Route 13,Snack Rack,573149,CLIF Bar White Chocolate Macadamia,0,0,1,$2.79,$0.30
3347,LOGYX Management Solutions Inc,50303,Red River Pointe (Avenue Living),,,AP 123A VE Door,Route 07,Snack,573149,CLIF Bar White Chocolate Macadamia,0,0,0,$0.00,$0.00
306,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St. James Civic Centre,50818,snack,NAT 181D,Route 04,Snack,573149,CLIF Bar White Chocolate Macadamia,0,0,4,$13.51,$0.00
6221,Lifetouch,,Lifetouch Inkster,,,Snack 1,Route 03,Snack Rack,573149,CLIF Bar White Chocolate Macadamia,0,0,1,$2.45,$0.26
1056,MTS Iceplex - 50566,50566,MTS Iceplex (Entrance) - 50566,50566,OLD DUTCH ONLY,NAT 981,Route 04,Snack,573146,Clif Bar Builder s Chocolate Peanut Butter,0,0,1,$2.55,$0.00
522,Winnipeg Winter Club - 70417,70417,Winter Club (Cafeteria) - 50319,50319,Snack,NAT 157,Route 03,Snack,573146,Clif Bar Builder s Chocolate Peanut Butter,0,0,1,$3.75,$0.00
20,Fairmont Hotel,50636,Fairmont Hotel,4465,Snack,NAT 167D,Route 07,Snack,573146,Clif Bar Builder s Chocolate Peanut Butter,0,0,2,$7.34,$0.00
1078,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Snacks,Route 20,,573146,Clif Bar Builder s Chocolate Peanut Butter,0,0,0,$0.00,$0.00
40,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Winnipeg Transit (Cafeteria),50222,,NAT 981,Route 07,Snack,573146,Clif Bar Builder s Chocolate Peanut Butter,0,0,11,$35.75,$0.00
1474,Klinic Community Health,4538,Klinic Community Health,,,NAT 168 D,Route 05,Snack,573146,Clif Bar Builder s Chocolate Peanut Butter,0,0,10,$72.38,$0.00
6177,Costco 153 - Winnipeg East,52094,Costco 153 - Winnipeg East,52094,,Snack 1,Route 13,Snack Rack,573146,Clif Bar Builder s Chocolate Peanut Butter,0,0,1,$3.35,$0.36
6228,Parian Logistics,,Parian Warehouse Lunchroom,,,Kiosk Snack,Route 05,Snack Rack,573146,Clif Bar Builder s Chocolate Peanut Butter,0,0,1,$3.35,$0.36
4503,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Snack,Snack (Crane Merchant),Route 04,Snack,573144,CLIF Builder s Bar Chocolate Mint,0,0,0,$0.00,$0.00
4135,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Snack,Nat 949D chiller,Route 13,GF Food,573144,CLIF Builder s Bar Chocolate Mint,0,0,3,$6.77,$0.00
4778,Corydon Community Centre,70093,River Heights Arena,50301,Snack,NAT 981,Route 05,Snack,573144,CLIF Builder s Bar Chocolate Mint,0,0,1,$4.82,$0.00
3473,YM-YWCA (St. James) - 70108,70108,YMCA St James - 50305,50305,Peanut Free,186D,Route 04,Snack,573144,CLIF Builder s Bar Chocolate Mint,0,0,7,$25.77,$0.00
929,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,North End Centennial Pool,51099,Snack,Snack (Crane),Route 07,Snack,573144,CLIF Builder s Bar Chocolate Mint,0,0,0,$0.00,$0.00
5173,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Pan Am Pool - 51092,51092,Peanut Free,Snack Crane 187D,Route 05,Snack,573144,CLIF Builder s Bar Chocolate Mint,0,0,2,$7.05,$0.00
1078,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Snacks,Route 20,,573144,CLIF Builder s Bar Chocolate Mint,0,0,0,$0.00,$0.00
5598,RCMP - 51277,51277,RCMP Head Quarters,51277,,Snack 1 Smart Pick,Route 20,,573144,CLIF Builder s Bar Chocolate Mint,0,0,1,$2.79,$0.30
1649,Manitoba Building Trades,,Manitoba Building Trades,,,NAT 167D,Route 04,Snack,573144,CLIF Builder s Bar Chocolate Mint,0,0,1,$3.18,$0.00
317,Food Systems Managment,70126,Oak Park High School - 50505,50505,Peanut Free,NAT 181D,Route 04,Snack,573144,CLIF Builder s Bar Chocolate Mint,0,0,4,$11.75,$0.00
4704,IPCO,51180,IPCO,,Snack,NAT 168 D,Route 13,Unknown,573144,CLIF Builder s Bar Chocolate Mint,0,1,1,$3.48,$0.00
306,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St. James Civic Centre,50818,snack,NAT 181D,Route 04,Snack,573144,CLIF Builder s Bar Chocolate Mint,0,0,0,$0.00,$0.00
4745,Black Cat Wear Parts,50355,Black Cat Foundry,50355,,NAT 167D,Route 12,Snack,573144,CLIF Builder s Bar Chocolate Mint,0,0,2,$7.67,$0.00
4503,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Snack,Snack (Crane Merchant),Route 04,Snack,573142,CLIF Bar Chocolate Chip,0,0,1,$3.84,$0.00
1387,Food Systems Managment,70126,Riverview Health Center,50604,Snack,NAT 981,Route 05,Snack,573142,CLIF Bar Chocolate Chip,0,0,0,$0.00,$0.00
4135,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Snack,Nat 949D chiller,Route 13,GF Food,573142,CLIF Bar Chocolate Chip,0,0,0,$0.00,$0.00
1056,MTS Iceplex - 50566,50566,MTS Iceplex (Entrance) - 50566,50566,OLD DUTCH ONLY,NAT 981,Route 04,Snack,573142,CLIF Bar Chocolate Chip,0,0,3,$8.23,$0.00
3161,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Winnipeg Transit (Training) - 50241,50241,,Snack NAT 168,Route 07,Snack,573142,CLIF Bar Chocolate Chip,0,0,6,$15.76,$0.00
3249,Middlechurch Home of Winnipeg Inc. - 51151,51151,Middlechurch Home of Winnipeg Inc - 51151,3258,Snack,NAT 167M,Route 12,Snack,573142,CLIF Bar Chocolate Chip,0,0,0,$0.00,$0.00
5631,Gerdau Manitoba,70309,MRM Rolling Line X9 - 52149,52149,Snack,Snack (Crane),Route 12,Snack,573142,CLIF Bar Chocolate Chip,0,0,1,$4.23,$0.00
5132,Standard Aero,70076,Standard Aero Plant 4,51231,,Micro Snack,Route 04,,573142,CLIF Bar Chocolate Chip,0,0,1,$2.45,$0.26
5598,RCMP - 51277,51277,RCMP Head Quarters,51277,,Snack 1 Smart Pick,Route 20,,573142,CLIF Bar Chocolate Chip,0,0,1,$2.45,$0.26
5127,Old Dutch Foods,51266,Old Dutch Foods - Bental,3265,,Snacks,Route 07,Snack Rack,573142,CLIF Bar Chocolate Chip,0,0,1,$2.45,$0.26
6009,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Snack SmartPick,Route 06 - Taxation,,573142,CLIF Bar Chocolate Chip,0,0,1,$2.45,$0.26
5865,Seven Oaks Hospital,70096,Seven Oaks Hospital Emergency - 50429,50429,,147 With VE Replacement Door,Route 03,Snack,573142,CLIF Bar Chocolate Chip,0,0,1,$5.30,$0.00
5886,Arnold Brothers,50070,Arnold Brothers (Service) - 50071,50071,,Refreshtron National 797D,Route 13,Snack/Bev,573142,CLIF Bar Chocolate Chip,0,0,0,$0.00,$0.00
6065,Transolutions Truck Centres Ltd,,Transolutions Head Office,2373,,Snack 2,Route 03,Snack Rack,573142,CLIF Bar Chocolate Chip,0,0,2,$5.12,$0.54
3040,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St James Centennial Pool,51096,SNACKS,NAT 158,Route 04,Snack,573142,CLIF Bar Chocolate Chip,0,0,5,$12.49,$0.00
4643,TEAMS Transport - 51223,51223,TEAMS Transport - 51223,51223,,Snack (Crane),Route 13,Snack,573142,CLIF Bar Chocolate Chip,0,0,3,$6.86,$0.00
317,Food Systems Managment,70126,Oak Park High School - 50505,50505,Peanut Free,NAT 181D,Route 04,Snack,573142,CLIF Bar Chocolate Chip,0,0,2,$7.07,$0.00
5587,Adaria Vending Services,50628,Activate Games - Winnipeg West,,,Snack (USI),Route 04,Snack,573142,CLIF Bar Chocolate Chip,0,0,2,$7.81,$0.00
306,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St. James Civic Centre,50818,snack,NAT 181D,Route 04,Snack,573142,CLIF Bar Chocolate Chip,0,0,1,$2.11,$0.00
4723,Cassidy Manufacturing,50458,Cassidy Manufacturing,,,NAT 168D,Route 04,Snack,573142,CLIF Bar Chocolate Chip,0,0,2,$4.01,$0.00
4135,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Snack,Nat 949D chiller,Route 13,GF Food,573141,CLIF Bar Crunchy Peanut Butter,0,0,0,$0.00,$0.00
3161,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Winnipeg Transit (Training) - 50241,50241,,Snack NAT 168,Route 07,Snack,573141,CLIF Bar Crunchy Peanut Butter,0,0,1,$3.47,$0.00
5548,CP Network Services - 51269,51269,CP Network Services - 51269,51269,,Snack Rack,Route 03,,573141,CLIF Bar Crunchy Peanut Butter,0,0,2,$4.90,$0.52
5598,RCMP - 51277,51277,RCMP Head Quarters,51277,,Snack 1 Smart Pick,Route 20,,573141,CLIF Bar Crunchy Peanut Butter,0,0,3,$7.35,$0.78
5993,Priceline Partner Network,,Priceline Partner Network,3298,,Snack Rack,Route 20,Snack Rack,573141,CLIF Bar Crunchy Peanut Butter,0,0,1,$0.00,$0.00
765,Canadian Blood Services,50302,Canadian Blood Services,,,NAT 167D,Route 07,Snack,573141,CLIF Bar Crunchy Peanut Butter,0,0,5,$12.99,$0.00
3347,LOGYX Management Solutions Inc,50303,Red River Pointe (Avenue Living),,,AP 123A VE Door,Route 07,Snack,573141,CLIF Bar Crunchy Peanut Butter,0,0,0,$0.00,$0.00
4745,Black Cat Wear Parts,50355,Black Cat Foundry,50355,,NAT 167D,Route 12,Snack,573141,CLIF Bar Crunchy Peanut Butter,0,0,0,$0.00,$0.00
1056,MTS Iceplex - 50566,50566,MTS Iceplex (Entrance) - 50566,50566,OLD DUTCH ONLY,NAT 981,Route 04,Snack,573140,Mentos Peppermint,0,0,4,$8.05,$0.00
317,Food Systems Managment,70126,Oak Park High School - 50505,50505,Peanut Free,NAT 181D,Route 04,Snack,573140,Mentos Peppermint,0,0,0,$0.00,$0.00
5872,Emergent Biosolutions,50018,Emergent Biosolutions Micromarket,50018,,Deli Cooler,Route 05,,573130,Premier Protein Shake Chocolate,0,0,2,$7.42,$0.80
5130,Standard Aero,70076,Standard Aero Plant 6,50023,,Deli Cooler,Route 04,,573130,Premier Protein Shake Chocolate,0,0,3,$11.13,$1.20
5056,Standard Aero,70076,Standard Aero Plant 6,50023,,Beverage Cooler,Route 04,,573130,Premier Protein Shake Chocolate,0,0,2,$7.42,$0.80
3694,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Drink Cooler,Route 20,Beverage Cooler,573130,Premier Protein Shake Chocolate,0,0,1,$3.37,$0.36
