Asset ID,Customer,Customer Code,Location,Location Code,Place,Asset Type,Route,Asset Class,Address,Address 2,City,State,Zip,Phone,Asset Family,Asset Make,Asset Model,Asset Serial Number,Branch,Commission Plan,Contact Name,Dynamic Schedule,Schedule Type,Email,Interval Schedule,Inventory Interval,Line of Business,Payment Terms,Static Schedule,Subroute,Tax Jurisdiction,Telemetry Device ID,Telemetry Supplier,Is Deployed
2268,FIPDERRA (LOMBARD 10TH) - 52012,52012,FIPDERRA (LOMBARD 10TH),,,Bev (Vendo),Route 12,Bev,LOMBARD,,WINNIPEG,MB,,,Vending Machine,Vendo,V 511,692926,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,0,Vending,Net 30,1: Fri; 2: ; 3:,12 Static,GST + PST,,,No
227,MCMAHON CANADA - 59521,59521,59521-MCMAHON CANADA,,CANS - PEPSI,V 576,Quality Vending and Coffee Service warehouse,Bev,1551 Church Ave,,Winnipeg,MB,R2X 1G7,,Vending Machine,Unknown,Unknown,112053,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $250.00; Depleted Products: 1; Days Without Visit: 49,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
227,Accurate Dorwin,52084,Accurate Dorwin,4370,,V 576,Route 05,Bev,1535 Seel Ave.,,Winnipeg,MB,R3T 1C6,,Vending Machine,Unknown,Unknown,112053,Quality Vending and Coffee Service,10% of Sales Quarterly,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,ap@accuratedorwin.com,,4,Vending,Net 30,,Winnipeg Central,GST + PST,,,No
227,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 576,Quality Vending and Coffee Service warehouse,Unknown,,,,,,,Vending Machine,Unknown,Unknown,112053,Quality Vending and Coffee Service,10% of Sales Quarterly,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,176367,Cantaloupe,No
2290,Winnipeg Aboriginal Education Centre - 52060,52060,Winnipeg Aboriginal Education Centre - 52060,52060,,V 721,Route 07,Bev,485 Selkirk Ave,,Winnipeg,MB,R2W 2M7,,Vending Machine,Vendo,621/721/821,NEED SERIAL,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 35,Dynamic,,,0,Vending,Net 30,,Winnipeg Central,GST + PST,C012617030160,Coinco,Yes
22-K,CWB National Leasing,50449,CWB National Leasing,50449,,Kiosk,Route 05,Kiosk,1525 Buffalo Place,,Winnipeg,MB,R3T 1L9,(204) 954-9000,Market Kiosk,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,reception@cwbnationalleasing.com,,,Market,Net 30,,Micromarkets,GST + PST,,,No
230,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Bev (Royal RVV500),Returned To Coke,Bev,,,,,,,Vending Machine,Royal,RVV500,201033PA00133,Quality Vending and Coffee Service,20% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,,Tax Exempt,,,No
230,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Coke Bottle,Bev (Royal RVV500),Route 04,Bev,2109 Portage Ave,,Winnipeg,MB,R3J 0L3,,Vending Machine,Royal,RVV500,201033PA00133,Quality Vending and Coffee Service,20% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,Winnipeg West,GST + PST,,,No
2305,Fort Garry Fire Trucks,50699,Fort Garry Fire Trucks,50699,,Coffee NAT 670D,Route 04,Coffee,53 Bergan Cutoff Rd RR#2,,Winnipeg,MB,R3C 2E6,,Vending Machine,Crane,670,670-010925,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Interval,"payables@fgft.ca,CBrelis@fgft.ca",Days: 7; Flexibility: 3,999,Vending,Net 30,,Winnipeg NW,GST + PST,181871,Cantaloupe,Yes
2306,Holy Family Nursing Home - 70418,70418,Holy Family Nursing Home,70418,SNACKS,NAT 168 D,Route 07,Snack,165 Aberdeen Ave,,Winnipeg,MB,R2W 1T9,,Vending Machine,Crane,15x/16x,168-041942,Quality Vending and Coffee Service,20% of Sales,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,Kkingston@holyfamilyhome.mb.ca,,4,Vending,Net 30,,Winnipeg Central,GST + PST,C014718050026,Coinco,Yes
2314,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Kildonan Park Pool - 50163,50163,Snack,NAT 780,Route 05,Unknown,Main Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,780-011124,Quality Vending and Coffee Service,Commission Account,Jim Jackson,,Static,,,0,Vending,Net 30,1: Mon Wed Fri,Static,GST + PST,,,No
2314,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Kildonan Park Pool - 50163,50163,Snack,NAT 780,Quality Vending and Coffee Service warehouse,Unknown,Main Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,780-011124,Quality Vending and Coffee Service,Commission Account,Jim Jackson,,Static,,,0,Vending,Net 30,1: Mon Wed Fri,,GST + PST,,,No
2314,The Rink - 51020,51020,The Rink - 51020,,,NAT 780,Quality Vending and Coffee Service warehouse,Unknown,57 S Landing Dr,,Oak Bluff,MB,R4G 0C4,,Vending Machine,Unknown,Unknown,780-011124,Quality Vending and Coffee Service,15% of Sales,Jim Jackson,,Static,,,0,Vending,Net 30,1: Mon Wed Fri,,GST + PST,,,No
2314,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Kildonan Park Pool,50163,chilled snack,NAT 780,Route 13,Unknown,2015 Main Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,780-011124,Quality Vending and Coffee Service,25% of Sales,Jim Jackson,Depleted Products: 4; Days Without Visit: 30,Dynamic,,,0,Vending,Net 30,,Winnipeg NE,GST + PST,,,No
2314,1-Service,1,1-Service Prep,1,,NAT 780,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,780-011124,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,dave@qualityvending.ca,,0,Vending,Net 30,1: Mon Wed Fri,,GST + PST,,,No
2314,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Kildonan Park Pool,50163,,NAT 780,Route 13,Unknown,2015 Main Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,780-011124,Quality Vending and Coffee Service,25% of Sales,Jim Jackson,Depleted Products: 4; Days Without Visit: 30,Dynamic,,,0,Vending,Net 30,,Winnipeg NE,GST + PST,,,No
2314,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,NAT 780,Quality Vending and Coffee Service warehouse,Unknown,,,,,,,Vending Machine,Unknown,Unknown,780-011124,Quality Vending and Coffee Service,No Commission,Jim Jackson,Depleted Products: 4; Days Without Visit: 30,Dynamic,,,0,Vending,Net 30,,,Tax Exempt,,,No
2327,Towers Realty - 70403,70403,Towers Realty - 50269,50269,Snack,Snack (Crane),Route 03,Snack,1661 Portage Ave,,Winnipeg,MB,,,Vending Machine,Crane,168D,168-018384,Quality Vending and Coffee Service,10% of Sales Quarterly,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,St James,GST + PST,C012719050068,Coinco,Yes
2327,LANDAU FORD - 52108,52108,LANDAU FORD,,Snack,Snack (Crane),Quality Vending and Coffee Service warehouse,Snack,555 EMPRESS ST,,WINNIPEG,MB,,,Vending Machine,Crane,168D,168-018384,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,,GST + PST,,,No
2332,RCMP WINNIPEG - 70092,70092,RCMP - 50300,50300,1091 Portage Ave,NAT 980,Quality Vending and Coffee Service warehouse,Unknown,1091 Portage Ave,,Winnipeg,MB,R3C 3K2,,Vending Machine,Unknown,Unknown,980-010522,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $175.00; Depleted Products: 3; Days Without Visit: 21,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
2332,Ventrex - 70341,70341,Cabela's - Sterling Lyon,50209,Snack,NAT 980,Route 05,Snack,580 Sterling Lyon Parkway,,Winnipeg,MB,R3P 1E9,(204) 786-8966,Vending Machine,Crane,Merchant,980-010522,Quality Vending and Coffee Service,10% of Sales,Jim Jackson,Maximum Sales: $175.00; Depleted Products: 3; Days Without Visit: 21,Dynamic,caroline.daman@cabelas.ca,,4,Vending,Net 30,,Winnipeg South,GST + PST,C015116521088,Coinco,Yes
234,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Bev (Vendo),Returned To Coke,Bev,,,,,,,Vending Machine,Vendo,V 511,781538,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Wed; 2:,,Tax Exempt,,,No
234,ECOLE MARIE-ANNE GABOURY - 52105,52105,ECOLE MARIE-ANNE GABOURY,,,Bev (Vendo),Quality Vending and Coffee Service warehouse,Bev,50 HASTINGS BLVD,,WINNIPEG,MB,,,Vending Machine,Vendo,V 511,781538,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Wed; 2:,,GST + PST,,,No
234,1-Service,1,9998-Sold/Destroyed,,,Bev (Vendo),Quality Vending and Coffee Service warehouse,Bev,,,,MB,,,Vending Machine,Vendo,V 511,781538,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Wed; 2:,,GST + PST,,,No
2351,1-Service,1,9998-Sold/Destroyed,,Snack,Snack (Crane),Quality Vending and Coffee Service warehouse,Snack,,,,MB,,,Vending Machine,Crane,171,17441766,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,0,Vending,Net 30,1: ; 2: Wed,,GST + PST,,,No
2351,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Snack (Crane),Sold or Destroyed,Snack,,,,,,,Vending Machine,Crane,171,17441766,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,0,Vending,Net 30,1: ; 2: Wed,,Tax Exempt,,,No
2357,1-Service,1,9998-Sold/Destroyed,,,Coffee (Crane),Quality Vending and Coffee Service warehouse,Coffee,,,,MB,,,Vending Machine,Crane,634,640-010238,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,0,Vending,Net 30,1: ; 2: Mon,,GST + PST,,,No
2357,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Coffee (Crane),Sold or Destroyed,Coffee,,,,,,,Vending Machine,Crane,634,640-010238,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,0,Vending,Net 30,1: ; 2: Mon,,Tax Exempt,,,No
2357,1-Service,1,1-Service Prep,1,Coffee,Coffee (Crane),Quality Vending and Coffee Service warehouse,Coffee,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Crane,634,640-010238,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,dave@qualityvending.ca,,0,Vending,Net 30,1: ; 2: Mon,,GST + PST,,,No
2358,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,EK POOL - 51085,51085,BULK VENDOR,BULK 8 HEAD,Route 13,Unknown,909 Concordia,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,2358,Quality Vending and Coffee Service,25% of Sales,Jim Jackson,,Interval,,Days: 21; Flexibility: 3,1,Vending,Net 30,,Winnipeg NE,GST + PST,,,Yes
2360,70038-Compass Group Canada (St.Boniface Hospital),,50430-St.Boniface Hospital Basement Elevators,50430,Pepsi,Bev (Vendo),Quality Vending and Coffee Service warehouse,Bev,409 Taché Avenue,,Winnipeg,MB,R2H 2A6,,Vending Machine,Vendo,721,1450478,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,,GST + PST,,,No
2360,1-Service,1,9998-Sold/Destroyed,,,Bev (Vendo),Quality Vending and Coffee Service warehouse,Bev,,,,MB,,,Vending Machine,Vendo,721,1450478,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,,GST + PST,,,No
2360,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Bev (Vendo),Sold or Destroyed,Bev,,,,,,,Vending Machine,Vendo,721,1450478,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,,Tax Exempt,,,No
2368,Granny's - 70300,70300,Granny's Live Hang - 50870,50870,Granny's Live Pepsi,Bev (Vendo),Route 12,Bev,4 Penner Drive,,Blumenort,MB,R0A 0C0,,Vending Machine,Vendo,621,1400027,Quality Vending and Coffee Service,No Commission,Jim Jackson,Depleted Products: 2,Dynamic,,,0,Vending,Net 30,,Steinbach,GST + PST,,,No
2368,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Bev (Vendo),Returned To Pepsi,Bev,,,,,,,Vending Machine,Vendo,621,1400027,Quality Vending and Coffee Service,No Commission,Jim Jackson,Depleted Products: 2,Dynamic,,,0,Vending,Net 30,,,Tax Exempt,,,No
238,1-Service,1,9998-Sold/Destroyed,,Coffee,77 FD5,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Thu; 2:,,GST + PST,,,No
238,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,77 FD5,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Thu; 2:,,Tax Exempt,,,No
2386,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,North End Centennial Pool,51099,Coke Can,V 576,Route 05,Unknown,80 Sinclair ave,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,969971,Quality Vending and Coffee Service,Commission Account,Jim Jackson,,,,,4,Vending,Net 30,,Winnipeg South,GST + PST,,,No
2386,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 576,Sold or Destroyed,Unknown,,,,,,,Vending Machine,Unknown,Unknown,969971,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,,Tax Exempt,,,No
2386,1-Service,1,1-Service Prep,1,,V 576,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,969971,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,dave@qualityvending.ca,,4,Vending,Net 30,,,GST + PST,,,No
2386,1-Service,1,9998-Sold/Destroyed,,,V 576,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,969971,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,,GST + PST,,,No
2392,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Bev (Vendo),Sold or Destroyed,Bev,,,,,,,Vending Machine,Vendo,720,117464,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,0,Vending,Net 30,1: ; 2: Wed,,Tax Exempt,,,No
2392,WINNIPEG SPORT & LEISURE - 52129,52129,WINNIPEG SPORT & LEISURE - 52129,52129,,Bev (Vendo),OCS - Dennis,Bev,1272 DUGALD RD,,Winnipeg,MB,,,Vending Machine,Vendo,720,117464,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,0,Vending,Net 30,1: ; 2: Wed,Static,GST + PST,,,No
2392,1-Service,1,1-Service Prep,1,,Bev (Vendo),Quality Vending and Coffee Service warehouse,Bev,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Vendo,720,117464,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,dave@qualityvending.ca,,0,Vending,Net 30,1: ; 2: Wed,,GST + PST,,,No
2393,CP Network Services - 51269,51269,CP Network Services - 51269,51269,,Hot Water Tower,Non-Scheduled Assets,,478 McPhillips St,,Winnipeg,MB,R2X 2G8,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,GST + PST,,,Yes
2397,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,NAT 640,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,11549,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Thu; 2:,,Tax Exempt,,,No
2397,1-Service,1,9998-Sold/Destroyed,,,NAT 640,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,11549,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Thu; 2:,,GST + PST,,,No
2397,1-Service,1,9999-Inventory,,COFFEE FB,NAT 640,Route 04,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,11549,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Thu; 2:,Winnipeg West,GST + PST,,,No
23-K,Johnston Group,52033,Johnston Group,4990,,Kiosk,Route 03,Kiosk,1051 King Edward St,,Winnipeg,MB,R3H 0R4,,Market Kiosk,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Market,Net 30,,Micromarkets,GST + PST,,,Yes
241,Golden Gate Middle School - 70449,70449,Golden Gate Middle School - 51036,51036,,NAT 167D,Route 04,Snack,330 Bruce Ave,,Winnipeg,MB,R3J 0V8,,Vending Machine,Crane,15x/16x,167-045094,Quality Vending and Coffee Service,10% of Sales,Jim Jackson,Maximum Sales: $125.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg West,GST + PST,C015116521170,Coinco,Yes
2419,1-Service,1,9998-Sold/Destroyed,,,Bev (Royal),Quality Vending and Coffee Service warehouse,Bev,,,,MB,,,Vending Machine,Royal,RVCV-660-8,S201317BA00076,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Tue,,GST + PST,,,No
2419,Arnes Welding,52005,Arne's Trailers (West) - 52006,52006,,Bev (Royal),Route 13,Bev,835 Mission Street,,Winnipeg,MB,R2J 0A4,,Vending Machine,Royal,RVCV-660-8,S201317BA00076,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Mon,Winnipeg SE,GST + PST,,,No
2419,Remand Centre - 52119,52119,Remand Centre - 52119,52119,Coke 500 ML,Bev (Royal),Route 07,Bev,141 Kennedy Street,,Winnipeg,MB,R3C 4N5,,Vending Machine,Royal,RVCV-660-8,201317BA00076,Quality Vending and Coffee Service,10% of Sales,Jim Jackson,Depleted Products: 4; Days Without Visit: 50,Dynamic,,,4,Vending,Net 30,,Winnipeg Central,GST + PST,C010417520129,Coinco,Yes
244,1-Service,1,9998-Sold/Destroyed,,COLD FOOD,NAT 430,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,430-59307,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,GST + PST,,,No
244,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,NAT 430,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,430-59307,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,Tax Exempt,,,No
2443,1-Service,1,9998-Sold/Destroyed,,,V 511,Quality Vending and Coffee Service warehouse,Bev,,,,MB,,,Vending Machine,Vendo,V 511,474953,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,0,Vending,Net 30,1: ; 2: Thu,,GST + PST,,,No
2443,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 511,Returned To Pepsi,Bev,,,,,,,Vending Machine,Vendo,V 511,474953,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,0,Vending,Net 30,1: ; 2: Thu,,Tax Exempt,,,No
2461,Assiniboine Nursing College - 50591,50591,Assiniboine Nursing College - 50591,50591,SNACKS,A.P. LCM 1,Route 03,Unknown,87-1313 Border Street,,Winnipeg,MB,R3H 0X4,,Vending Machine,Unknown,Unknown,L 100005657,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,St James,GST + PST,,,No
2461,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,A.P. LCM 1,Quality Vending and Coffee Service warehouse,Unknown,,,,,,,Vending Machine,Unknown,Unknown,L 100005657,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,,,No
2470,1-Service,1,9998-Sold/Destroyed,,CANS - COKE,V 324,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,542633,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Tue,,GST + PST,,,No
2470,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 324,Returned To Coke,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,542633,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Tue,,Tax Exempt,,,No
2475,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,SEVEN OAKS POOL - 51097,51097,coke 500 ML,DN 5000,Quality Vending and Coffee Service warehouse,Unknown,444 Adsum Dr,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,83300403,Quality Vending and Coffee Service,Commission Account,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 21,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
2475,1-Service,1,9998-Sold/Destroyed,,,DN 5000,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,83300403,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 21,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
2475,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,DN 5000,Sold or Destroyed,Unknown,,,,,,,Vending Machine,Unknown,Unknown,83300403,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 21,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,,,No
2481,Peterbilt Manitoba - 59525,59525,Peterbilt Manitoba - 59525,59525,Front Lunchroom,Bev (Vendo),Route 04,Bev,1895 Brookside Blvd,,Winnipeg,MB,R2R 2Y3,,Vending Machine,Vendo,721,1440256,Quality Vending and Coffee Service,10% of Sales,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 3; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,Winnipeg NW,GST + PST,C015116521155,Coinco,Yes
249,City of Winnipeg - 68004,68004,City of Winnipeg Human Resources - 50880,50880,SNACKS,A.P. 5500,Quality Vending and Coffee Service warehouse,Unknown,4-180 King Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,FFM 5881,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
249,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,A.P. 5500,Quality Vending and Coffee Service warehouse,Unknown,,,,,,,Vending Machine,Unknown,Unknown,FFM 5881,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,,,No
24-K,Manitoba Liquor & Lotteries,70552,MBLL Micromarket - 50112,50112,,Kiosk,Route 05,Kiosk,1555 Buffalo Place,,Winnipeg,MB,R3T 0P4,(204) 284-2501,Market Kiosk,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Market,Net 30,,Micromarkets,GST + PST,,,No
250,Desautels Faculty of Music - 50134,,Desautels Faculty of Music-50134,,,A.P. 123A VE Door,Route 05,Snack,136 Dafoe Road West,Building 304,winnipeg,MB,R3T 2N2,,Vending Machine,VE,Revision Door/diji-touch,123A00240059,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,Winnipeg South,GST + PST,C013317030163,Coinco,Yes
250,1-Service,1,1-Service Prep,1,,A.P. 123A,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,123A00240059,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $110.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,dave@qualityvending.ca,,4,Vending,Net 30,,,GST + PST,,,No
250,Professional Salon Academy - 50473,50473,Professional Salon Academy - 50473,50473,SNACKS,A.P. 123A,Quality Vending and Coffee Service warehouse,Unknown,260-1395 Ellice,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,123A00240059,Quality Vending and Coffee Service,Commission Account,Jim Jackson,Maximum Sales: $110.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
2507,70038-Compass Group Canada (St.Boniface Hospital),,50548-St.Boniface Hospital OR Lounge,50548,Coke 500ML,RVRVV-500-40,Quality Vending and Coffee Service warehouse,Unknown,409 Taché Avenue,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,200946PA00023,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 35,Dynamic,,,0,Vending,Net 30,,,GST + PST,,,No
2507,1-Service,1,9998-Sold/Destroyed,,,RVRVV-500-40,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,200946PA00023,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 35,Dynamic,,,0,Vending,Net 30,,,GST + PST,,,No
